,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_asset_value,loan_status
3410,0,1,0,15.464169183551656,16.41076526492114,2,505,17.654962870557586,0
3411,3,1,1,15.717618084361195,16.612791892794426,2,508,17.72352554199488,0
3412,1,0,1,15.363073066680286,16.523560759066484,20,835,16.733281290048552,1
3413,0,0,0,15.60727002719233,16.90655301132259,12,826,17.014183675514957,1
3414,5,0,1,15.687312734865866,16.75467248002987,12,427,17.312018119430753,0
3415,3,1,0,13.122363377404328,14.508657738524219,12,890,15.123843377614453,1
3416,4,0,0,15.555976732804778,16.40327459319198,2,333,17.293668980762558,0
3417,4,0,1,15.732433170146335,16.811242831518264,12,679,17.98372496875283,1
3418,5,0,0,14.946912669455374,16.325109820342647,18,805,16.569171270318538,1
3419,3,0,0,15.444751097694555,16.213405830762646,16,826,17.226658270479597,1
3420,1,0,1,15.65606019136176,16.98938901690174,10,844,17.565014633894645,1
3421,5,1,1,15.29711509888849,16.461685355348397,10,663,17.226658270479597,1
3422,1,0,0,15.907374619642667,16.90199719478673,6,884,17.815544440715133,1
3423,1,0,0,13.9108207377686,15.123843377614453,2,508,15.123843377614453,1
3424,0,1,1,14.690979295318174,15.747031969567487,4,581,16.759949537130716,1
3425,3,1,1,15.761420707019587,17.085079497147994,12,481,17.768675506723596,0
3426,1,1,1,15.978833583624812,17.216707939626428,12,543,18.170936510840978,0
3427,0,0,1,15.068273526459642,16.349207371921707,10,448,16.689075197544057,0
3428,1,1,1,14.28551418721001,15.483217378522351,4,713,16.012735135300492,1
3429,5,0,1,15.86963429165982,16.666217059468007,16,493,17.246266741867974,0
3430,2,0,0,15.123843377614453,16.034714042019267,10,819,16.985196138641705,1
3431,4,1,0,12.89921982609012,14.151982794585487,18,827,14.151982794585487,1
3432,0,0,0,15.38412647587812,16.569171270318538,10,398,17.39345845137093,0
3433,0,1,1,14.880221294956703,15.830413578506539,18,692,16.523560759066484,1
3434,5,1,1,15.424948470398375,16.496532086678563,18,509,17.47907220409392,0
3435,0,1,1,15.84365880525656,16.711422496236054,16,439,17.894741482376325,0
3436,1,1,0,14.914122846632385,16.056220247240233,4,622,16.569171270318538,1
3437,3,0,1,12.206072645530174,13.458835614025542,18,526,13.815510557964274,0
3438,5,0,1,15.732433170146335,16.759949537130716,8,865,17.686711568872166,1
3439,5,0,1,16.08763644347361,17.126053571358298,2,328,17.692942118622803,0
3440,0,1,1,13.997832114758229,15.250595083253597,4,768,16.045524958123483,1
3441,5,0,1,15.816990558174398,16.99356438831222,16,854,17.511862026916912,1
3442,4,1,0,15.747031969567487,16.850463544671545,4,839,17.16541464523888,1
3443,0,0,1,16.02378497148708,16.963963918535928,18,414,17.916499662905043,0
3444,0,1,1,14.077874822431765,15.363073066680286,16,530,15.990262279448435,0
3445,3,1,0,15.702580206996654,16.496532086678563,10,841,17.690869579020827,1
3446,3,0,1,14.403297222866392,15.555976732804778,14,670,16.496532086678563,1
3447,5,0,1,15.919644712234481,16.855259716935038,14,726,17.739462134257693,1
3448,4,0,0,14.845129975145433,15.931766072766827,14,352,16.722411617811648,0
3449,1,1,1,15.761420707019587,16.588099280204055,4,554,17.842646370492925,1
3450,4,1,0,13.458835614025542,14.403297222866392,18,728,15.319587954740548,1
3451,0,0,0,15.816990558174398,17.054189010128656,6,463,17.579033555073977,0
3452,5,0,1,14.648419680899378,15.424948470398375,10,431,16.562781472219765,0
3453,1,1,1,13.304684934198283,14.457364444136669,8,445,14.978661367769956,0
3454,5,1,0,13.815510557964274,14.914122846632385,4,896,15.761420707019587,1
3455,1,0,1,14.603967918328545,15.464169183551656,8,420,16.147654453199863,0
3456,1,0,0,15.89495209964411,17.246266741867974,2,315,17.757092365633966,1
3457,4,0,0,15.967272761223736,16.855259716935038,10,867,17.9914351071788,1
3458,3,0,1,15.830413578506539,17.073607095985757,2,342,17.802641035879226,1
3459,5,0,1,15.464169183551656,16.283610089435893,18,711,17.48927637426816,1
3460,2,0,0,15.88237331743725,16.855259716935038,2,723,17.107636844572067,1
3461,1,1,1,15.250595083253597,16.240313283682568,4,704,17.088874568116545,1
3462,0,1,0,15.687312734865866,16.821193162371433,16,842,17.608750027402454,1
3463,0,1,1,15.816990558174398,16.536805985816503,12,600,17.442514608360124,1
3464,3,0,0,16.02378497148708,17.05810290944979,12,688,17.977513768660188,1
3465,0,0,0,13.592367006650065,14.648419680899378,16,739,15.38412647587812,1
3466,1,1,1,13.592367006650065,14.845129975145433,10,798,15.520258650202699,1
3467,5,1,1,15.226497531674536,16.108045315104818,4,319,17.296750647299966,0
3468,5,1,1,15.250595083253597,15.978833583624812,6,583,16.694709015262312,1
3469,3,1,1,15.38412647587812,16.25785759333348,12,535,17.299822846336937,0
3470,3,0,1,15.931766072766827,17.069753526669768,8,696,17.862064456350026,1
3471,4,0,0,15.84365880525656,16.98938901690174,8,672,17.24949776244942,1
3472,4,1,0,15.444751097694555,16.325109820342647,20,410,17.569709478198853,0
3473,5,1,0,15.096444403426338,16.266515656076592,14,546,17.05810290944979,0
3474,3,0,1,15.501909511534503,16.636889444373487,16,550,17.43985149094064,1
3475,5,0,0,13.458835614025542,14.151982794585487,4,344,15.464169183551656,0
3476,2,0,1,16.0978929436408,17.458346073576802,10,743,17.72352554199488,1
3477,4,1,0,16.08763644347361,17.41007933260697,4,772,18.155412266337486,1
3478,0,1,1,16.056220247240233,17.213369038360916,12,302,17.870767731478328,0
3479,3,1,1,14.978661367769956,16.02378497148708,18,376,16.588099280204055,0
3480,0,1,1,15.123843377614453,16.266515656076592,10,747,16.64872390202049,1
3481,2,1,1,15.250595083253597,16.575520497997196,6,710,17.318060433886718,1
3482,2,0,0,15.761420707019587,17.001863191126915,6,892,17.76096833947866,1
3483,3,0,0,14.978661367769956,16.25785759333348,16,492,16.8456442582356,0
3484,5,1,0,15.88237331743725,16.689075197544057,2,559,17.85504688369138,1
3485,3,0,0,14.603967918328545,15.931766072766827,18,314,16.0978929436408,0
3486,0,1,1,14.808762330974558,15.943742263813542,6,744,16.510137738734343,1
3487,5,0,0,15.732433170146335,16.70588231586044,12,690,17.972829919347763,1
3488,3,1,1,15.65606019136176,16.963963918535928,4,347,17.90484257836283,1
3489,5,1,1,16.012735135300492,17.26231845087848,2,677,17.770593052852867,1
3490,1,1,0,15.363073066680286,16.569171270318538,4,468,17.458346073576802,1
3491,2,0,0,15.907374619642667,16.67771143889374,4,674,17.840862248699423,1
3492,2,0,0,16.012735135300492,17.12239726015519,14,353,17.928022424141822,0
3493,4,0,0,15.150511624696614,16.461685355348397,8,727,16.924571516825267,1
3494,4,0,1,15.990262279448435,16.915602846842507,10,512,17.778226677707938,0
3495,3,0,1,15.978833583624812,17.118727531266227,18,454,17.93129040090644,0
3496,5,0,0,15.424948470398375,16.333207030575267,14,315,17.4264284706085,0
3497,0,0,1,15.60727002719233,16.93787548245163,10,480,17.356469882001587,0
3498,2,1,1,16.02378497148708,17.001863191126915,16,685,18.030596737882504,1
3499,1,1,0,15.816990558174398,16.70031127081098,6,460,17.365127944744703,0
3500,1,0,1,15.931766072766827,17.161899703131436,16,704,17.538791438795542,1
3501,1,1,1,15.84365880525656,16.98938901690174,12,692,17.615484059583796,1
3502,1,0,1,15.068273526459642,16.077273656438063,4,398,16.821193162371433,0
3503,5,1,1,13.815510557964274,15.068273526459642,18,882,15.404745763080856,1
3504,5,1,1,16.108045315104818,17.069753526669768,4,860,17.755148730425393,1
3505,2,1,1,15.555976732804778,16.530205301785152,18,330,17.296750647299966,0
3506,5,1,0,13.458835614025542,14.690979295318174,16,447,15.501909511534503,0
3507,0,0,1,16.077273656438063,16.985196138641705,12,788,17.83907493812533,1
3508,1,0,0,16.045524958123483,17.17935215308266,6,526,17.585969999070635,0
3509,0,1,0,16.06680235657077,17.161899703131436,18,577,17.923100346936394,1
3510,4,1,1,15.978833583624812,16.96824658032793,16,372,17.733515635069967,0
3511,5,1,1,15.80338490611862,16.860032995687696,14,759,17.815544440715133,1
3512,3,1,1,15.226497531674536,16.35711255142882,10,465,17.05810290944979,0
3513,2,1,0,14.880221294956703,16.1378982782545,4,789,16.523560759066484,1
3514,3,1,1,15.830413578506539,16.70031127081098,2,680,17.729531566055094,1
3515,1,1,0,15.88237331743725,17.06200154986545,20,681,17.617718697385214,1
3516,1,1,1,15.747031969567487,16.920097236430347,16,673,17.682536197461683,1
3517,0,0,0,15.747031969567487,16.946647468524468,10,313,17.709369592764748,0
3518,0,0,0,15.38412647587812,16.749367427800177,16,551,17.506886892276796,1
3519,5,1,1,15.856730886823913,17.01009369026343,8,453,17.531518679466462,0
3520,3,0,0,15.747031969567487,16.93787548245163,4,650,17.404569676796,1
3521,1,0,0,13.997832114758229,15.319587954740548,4,439,16.02378497148708,1
3522,1,1,0,14.880221294956703,16.077273656438063,4,658,16.915602846842507,1
3523,4,1,1,15.520258650202699,16.75467248002987,6,379,17.61324441699029,0
3524,4,1,1,14.978661367769956,16.185754299432134,4,450,16.826131444012017,1
3525,5,0,0,14.77102200299171,15.919644712234481,4,849,16.860032995687696,1
3526,0,1,0,13.122363377404328,14.28551418721001,18,865,14.914122846632385,1
3527,0,1,0,14.403297222866392,15.747031969567487,10,853,15.717618084361195,0
3528,0,0,0,14.077874822431765,15.404745763080856,12,555,16.056220247240233,1
3529,1,0,0,16.108045315104818,16.8456442582356,20,821,18.065433352004817,1
3530,0,0,0,14.508657738524219,15.363073066680286,2,820,16.475770095230136,1
3531,1,0,0,15.444751097694555,16.543363386362664,4,721,17.35065591213617,1
3532,4,1,1,15.919644712234481,16.99356438831222,20,831,17.84442731486392,1
3533,5,0,0,15.250595083253597,16.349207371921707,18,571,17.216707939626428,1
3534,2,0,1,14.077874822431765,15.404745763080856,8,582,16.012735135300492,1
3535,1,0,1,15.341566861459324,16.42558035070628,18,487,17.51927862457196,0
3536,1,0,0,15.702580206996654,16.796129193708218,12,758,17.701189588052817,1
3537,2,1,1,15.931766072766827,17.220035729719104,16,636,17.739462134257693,1
3538,0,1,0,15.747031969567487,16.8456442582356,16,857,17.808191466409873,1
3539,4,1,1,15.363073066680286,16.34123920227253,8,678,17.239773212557427,1
3540,1,1,0,15.88237331743725,16.575520497997196,8,551,17.25912865551038,1
3541,3,0,0,15.990262279448435,17.030378361434938,16,668,18.12496649980332,1
3542,1,1,0,15.687312734865866,16.96824658032793,2,672,17.49686174565742,1
3543,3,0,0,15.068273526459642,16.432906390798355,4,439,17.050259731988763,1
3544,2,0,1,15.919644712234481,16.791040124200745,16,636,17.791446889136072,1
3545,0,0,1,14.508657738524219,15.60727002719233,14,393,16.275099399767985,0
3546,5,0,0,14.808762330974558,15.919644712234481,2,848,16.569171270318538,1
3547,0,1,1,15.483217378522351,16.68340946000838,4,790,17.49433967622471,1
3548,2,0,0,16.108045315104818,16.80623028969472,6,312,18.0051652999907,0
3549,2,0,1,15.424948470398375,16.785925023533974,14,775,17.001863191126915,1
3550,2,0,0,16.02378497148708,16.73867213868343,20,403,17.90316613203558,0
3551,3,0,1,15.84365880525656,17.088874568116545,14,867,17.62660764480246,1
3552,0,1,0,15.464169183551656,16.694709015262312,18,558,17.210018951475632,1
3553,5,1,0,14.403297222866392,15.60727002719233,4,548,16.3727378693319,1
3554,0,0,0,15.80338490611862,17.15483253590834,16,486,17.690869579020827,0
3555,4,1,0,14.978661367769956,16.266515656076592,6,635,16.722411617811648,1
3556,5,1,0,15.464169183551656,16.8456442582356,2,538,16.96824658032793,1
3557,4,0,0,15.775605342011543,17.15483253590834,14,496,17.717483227538917,0
3558,4,1,1,14.151982794585487,15.38412647587812,6,411,15.856730886823913,0
3559,4,0,0,14.808762330974558,16.185754299432134,6,857,16.933460464242515,1
3560,5,1,1,15.687312734865866,16.711422496236054,10,360,17.778226677707938,0
3561,4,1,0,16.045524958123483,17.396247853458508,18,461,17.911520399505434,0
3562,0,1,1,15.717618084361195,16.51687177091569,16,638,17.51927862457196,1
3563,5,1,0,15.732433170146335,16.775615653875114,6,865,17.601970340417076,1
3564,5,0,0,15.538277155705378,16.42558035070628,4,449,17.36225024491709,0
3565,1,0,1,14.457364444136669,15.363073066680286,2,870,16.3957273875566,1
3566,5,0,0,15.943742263813542,16.785925023533974,6,815,17.47907220409392,1
3567,2,0,1,14.73180128983843,15.789591583986283,16,454,16.48273876454623,0
3568,1,0,1,14.880221294956703,16.108045315104818,18,783,16.523560759066484,1
3569,3,1,1,14.978661367769956,15.816990558174398,2,543,16.98938901690174,0
3570,4,0,1,14.914122846632385,16.204273347199372,2,786,16.911088166487982,1
3571,3,1,1,13.592367006650065,14.73180128983843,20,395,15.176487111099874,0
3572,2,0,1,12.89921982609012,14.077874822431765,2,885,14.557447902693651,1
3573,2,0,0,15.29711509888849,16.176364559082295,20,488,17.24949776244942,0
3574,2,0,1,15.978833583624812,16.80623028969472,10,829,17.657111099095875,1
3575,4,0,0,15.816990558174398,16.549878067383858,6,677,18.08939503401845,1
3576,4,0,1,15.555976732804778,16.48273876454623,12,645,17.521738650412825,1
3577,5,0,1,16.08763644347361,17.133326330687378,10,788,17.82102390647976,1
3578,2,0,0,15.761420707019587,16.924571516825267,6,649,17.703240870823375,1
3579,2,0,0,16.00156183470237,16.955343175492022,4,519,17.78956895431187,0
3580,3,1,1,14.946912669455374,16.231424336265324,14,772,16.791040124200745,1
3581,4,1,0,14.603967918328545,15.623799329143539,12,330,16.562781472219765,0
3582,5,0,1,15.775605342011543,16.883563493097892,4,557,17.67202085346216,1
3583,4,1,1,15.919644712234481,16.759949537130716,6,334,18.065433352004817,0
3584,3,1,1,16.0978929436408,17.161899703131436,12,487,18.008191020907237,0
3585,2,1,1,15.176487111099874,16.08763644347361,8,539,17.034386382832476,0
3586,2,1,1,14.603967918328545,15.907374619642667,8,710,16.275099399767985,1
3587,5,0,1,13.304684934198283,14.346138809026444,20,879,15.250595083253597,1
3588,4,0,1,15.747031969567487,16.90655301132259,10,512,17.49686174565742,0
3589,2,1,1,15.816990558174398,17.12239726015519,18,561,17.721515491066857,1
3590,3,0,1,15.201804919084164,16.266515656076592,6,539,17.04631495369775,0
3591,3,0,1,13.458835614025542,14.508657738524219,18,544,15.201804919084164,0
3592,2,0,1,14.457364444136669,15.341566861459324,16,631,16.38812278817138,1
3593,2,1,0,14.603967918328545,15.732433170146335,20,546,16.25785759333348,0
3594,1,1,1,14.508657738524219,15.538277155705378,14,569,16.562781472219765,1
3595,4,0,0,15.816990558174398,16.70031127081098,6,384,17.782021748676488,0
3596,2,0,1,14.648419680899378,16.012735135300492,6,583,16.536805985816503,1
3597,5,0,1,15.201804919084164,16.556350581889475,12,517,16.600521800202614,0
3598,3,1,1,14.22097566607244,15.573368475516649,18,420,15.919644712234481,0
3599,2,0,1,15.464169183551656,16.3727378693319,18,644,17.030378361434938,1
3600,2,1,0,15.501909511534503,16.489659207390805,8,349,17.58366319297272,0
3601,3,1,0,15.856730886823913,17.04631495369775,18,662,17.595144375346674,1
3602,0,0,1,14.457364444136669,15.671808548329901,20,704,16.25785759333348,1
3603,4,0,1,15.671808548329901,16.556350581889475,2,324,17.684626062381145,0
3604,5,1,0,13.458835614025542,14.346138809026444,18,757,15.38412647587812,1
3605,3,1,1,15.573368475516649,16.951004773893423,16,361,17.550796384892365,0
3606,1,1,0,14.403297222866392,15.501909511534503,4,415,16.440179150127435,1
3607,5,1,1,15.27412558066379,16.440179150127435,18,618,17.103912445481086,1
3608,4,1,0,15.89495209964411,17.11504428584993,8,524,17.93941392242792,0
3609,0,0,0,13.9108207377686,15.226497531674536,18,887,15.538277155705378,1
3610,2,0,1,15.990262279448435,17.252718377149463,12,729,17.64415195445337,1
3611,4,1,0,15.38412647587812,16.73867213868343,14,774,17.39345845137093,1
3612,0,0,1,12.206072645530174,13.458835614025542,20,724,14.151982794585487,1
3613,5,1,1,14.151982794585487,14.808762330974558,16,320,15.907374619642667,0
3614,5,1,0,14.73180128983843,15.671808548329901,16,590,16.612791892794426,1
3615,5,1,0,15.907374619642667,17.04631495369775,8,796,17.872499333642605,1
3616,0,1,1,15.623799329143539,16.77042083699801,6,890,17.601970340417076,1
3617,0,0,1,14.508657738524219,15.341566861459324,16,651,16.40327459319198,1
3618,4,0,0,15.38412647587812,16.12804598181149,12,634,17.26231845087848,1
3619,4,1,1,13.710150042306449,14.845129975145433,2,660,15.590462908875947,1
3620,4,0,0,14.077874822431765,15.068273526459642,12,512,15.967272761223736,0
3621,4,0,1,15.250595083253597,16.02378497148708,2,900,17.175885945106174,1
3622,2,1,1,15.009433026436708,16.222455666282563,20,823,16.8456442582356,1
3623,2,0,1,15.978833583624812,17.161899703131436,12,880,17.33003662493343,1
3624,1,0,1,13.592367006650065,14.77102200299171,2,439,14.845129975145433,1
3625,5,1,1,15.816990558174398,16.654589021472887,2,441,17.68044195585857,0
3626,3,0,0,15.747031969567487,16.733281290048552,6,360,17.562658920202185,0
3627,1,1,1,15.990262279448435,17.33300839532259,14,561,17.82102390647976,1
3628,2,1,1,15.967272761223736,17.296750647299966,4,758,17.652810017196483,1
3629,2,1,0,15.501909511534503,16.84080163375981,18,621,17.23323724157764,1
3630,4,1,1,14.880221294956703,15.590462908875947,18,621,16.543363386362664,1
3631,3,1,0,16.0978929436408,16.860032995687696,12,342,18.14492724236586,0
3632,4,1,0,15.009433026436708,16.195056692094447,4,552,16.64872390202049,1
3633,0,0,0,12.611537753638338,13.122363377404328,18,376,14.151982794585487,0
3634,0,1,0,14.22097566607244,15.27412558066379,12,801,16.213405830762646,1
3635,3,0,1,15.501909511534503,16.60667566577699,4,512,16.997722398460883,1
3636,0,1,0,15.702580206996654,16.536805985816503,18,497,17.287477010514635,0
3637,0,1,0,15.555976732804778,16.660419941783683,8,386,17.168917275790083,0
3638,3,0,1,15.955576721460545,17.077445872292923,2,683,17.661393760887876,1
3639,0,1,0,15.816990558174398,16.997722398460883,16,779,17.43985149094064,1
3640,3,0,1,15.86963429165982,16.689075197544057,6,876,18.01571551088585,1
3641,3,1,1,15.789591583986283,16.61887093887081,18,515,17.553180176247643,0
3642,2,0,0,15.84365880525656,16.775615653875114,12,463,17.296750647299966,0
3643,4,0,1,15.761420707019587,17.10017412337048,4,486,17.678343319201648,1
3644,0,0,0,15.555976732804778,16.38045991542581,6,328,17.604235347047926,0
3645,2,0,0,15.919644712234481,17.236510566922608,10,343,17.62660764480246,0
3646,0,1,1,16.012735135300492,17.140546578660864,8,712,17.447819660589815,1
3647,3,0,0,15.176487111099874,16.292048958081757,6,607,16.96824658032793,1
3648,0,1,0,15.687312734865866,16.600521800202614,4,812,17.810034784904165,1
3649,4,0,1,14.648419680899378,15.856730886823913,16,589,16.759949537130716,1
3650,1,0,0,15.555976732804778,16.897420527759316,18,657,17.560297644016508,1
3651,4,0,0,13.592367006650065,14.845129975145433,12,453,15.483217378522351,0
3652,4,0,1,15.943742263813542,16.796129193708218,14,889,17.94747198375768,1
3653,1,1,1,15.27412558066379,16.660419941783683,4,564,17.239773212557427,1
3654,1,0,1,12.611537753638338,13.710150042306449,20,419,14.346138809026444,0
3655,1,1,0,15.978833583624812,17.341871082580436,16,663,17.553180176247643,1
3656,1,0,0,15.29711509888849,16.308716010566968,4,884,17.434503884614045,1
3657,1,1,1,15.538277155705378,16.636889444373487,16,528,17.2233524823451,0
3658,2,1,0,13.304684934198283,14.077874822431765,12,475,15.226497531674536,0
3659,4,0,1,14.73180128983843,15.444751097694555,20,695,16.549878067383858,1
3660,5,0,0,15.150511624696614,16.166885815127753,10,759,16.90199719478673,1
3661,2,0,0,14.73180128983843,16.077273656438063,4,636,16.231424336265324,1
3662,3,0,1,15.520258650202699,16.831045458814444,10,546,17.40732829923508,0
3663,5,1,1,15.319587954740548,16.654589021472887,2,639,17.415558798371595,1
3664,4,0,0,14.457364444136669,15.201804919084164,10,388,15.943742263813542,0
3665,5,1,1,15.671808548329901,16.811242831518264,12,594,17.001863191126915,1
3666,1,0,1,15.150511624696614,16.222455666282563,6,760,16.722411617811648,1
3667,4,0,1,15.65606019136176,16.642824179893303,16,582,17.71343463901292,1
3668,3,0,0,12.611537753638338,13.304684934198283,6,896,14.346138809026444,1
3669,5,0,1,15.775605342011543,16.897420527759316,18,891,17.236510566922608,1
3670,2,0,1,13.304684934198283,14.346138809026444,2,495,15.096444403426338,0
3671,3,1,1,15.29711509888849,16.543363386362664,16,865,17.14771506813948,1
3672,4,0,0,15.84365880525656,16.850463544671545,12,775,17.531518679466462,1
3673,5,1,1,15.978833583624812,17.088874568116545,10,318,17.667783558986645,0
3674,3,1,1,15.538277155705378,16.35711255142882,12,395,17.641975675030775,0
3675,4,0,0,15.226497531674536,16.38812278817138,14,772,17.20665760377293,1
3676,2,0,1,15.88237331743725,16.59432982995469,18,318,17.899804784332872,0
3677,3,0,1,15.538277155705378,16.855259716935038,14,649,17.396247853458508,1
3678,3,0,0,13.997832114758229,14.946912669455374,10,438,15.967272761223736,0
3679,5,1,0,15.747031969567487,16.796129193708218,6,588,17.54601168676903,1
3680,5,0,0,14.808762330974558,15.538277155705378,2,815,16.364955728889846,1
3681,4,1,1,16.0978929436408,16.911088166487982,4,364,17.937794488875618,0
3682,2,0,0,16.045524958123483,17.290577788192884,4,586,18.03648777111974,1
3683,4,0,0,15.717618084361195,17.04631495369775,12,555,17.7052879544451,1
3684,4,1,0,14.077874822431765,15.341566861459324,10,312,15.65606019136176,0
3685,2,1,1,15.88237331743725,16.654589021472887,16,605,17.999086253914317,1
3686,5,0,0,15.717618084361195,16.95966283663654,18,672,17.356469882001587,1
3687,2,0,1,14.557447902693651,15.319587954740548,18,591,16.11809565095832,1
3688,4,1,1,15.363073066680286,16.213405830762646,4,321,17.10017412337048,0
3689,2,1,0,15.123843377614453,16.41076526492114,16,393,17.022313801598205,0
3690,0,1,1,15.573368475516649,16.897420527759316,2,561,17.2430252479438,1
3691,5,1,1,14.690979295318174,15.747031969567487,20,725,16.40327459319198,1
3692,1,0,1,15.907374619642667,17.133326330687378,16,438,17.76096833947866,0
3693,5,1,1,15.501909511534503,16.87890147999208,12,399,17.3089832157356,0
3694,0,1,0,14.151982794585487,15.501909511534503,8,592,16.077273656438063,1
3695,2,0,0,14.73180128983843,15.967272761223736,8,835,16.556350581889475,1
3696,0,0,1,14.28551418721001,15.483217378522351,4,733,16.02378497148708,1
3697,0,0,0,15.123843377614453,16.176364559082295,20,484,17.014183675514957,0
3698,5,0,1,13.122363377404328,14.403297222866392,20,615,14.77102200299171,1
3699,3,0,1,15.483217378522351,16.785925023533974,4,591,17.635418274484614,1
3700,0,1,1,14.845129975145433,15.732433170146335,12,349,16.73867213868343,0
3701,1,1,1,16.077273656438063,17.213369038360916,18,478,18.21365657451804,0
3702,4,1,0,14.603967918328545,15.86963429165982,20,633,16.46875252257149,1
3703,1,0,1,15.943742263813542,17.246266741867974,8,378,17.85151954317341,0
3704,1,0,0,14.557447902693651,15.483217378522351,20,461,16.530205301785152,0
3705,2,0,1,14.845129975145433,15.761420707019587,2,834,16.364955728889846,1
3706,0,0,0,14.73180128983843,15.573368475516649,20,671,16.671980764184756,1
3707,3,1,1,14.346138809026444,15.573368475516649,10,524,16.48273876454623,0
3708,3,1,0,15.623799329143539,16.8456442582356,4,816,17.7355017330416,1
3709,3,1,0,15.226497531674536,16.275099399767985,10,729,17.236510566922608,1
3710,5,0,1,15.319587954740548,16.35711255142882,8,307,17.220035729719104,0
3711,2,1,1,15.538277155705378,16.76519889301686,8,350,16.920097236430347,0
3712,3,0,1,15.573368475516649,16.62491325332677,10,444,17.569709478198853,0
3713,4,0,0,15.967272761223736,17.10017412337048,10,895,17.516812532076766,1
3714,2,1,0,14.880221294956703,16.166885815127753,20,708,16.636889444373487,1
3715,2,0,1,15.931766072766827,16.68340946000838,2,355,17.423722109010754,0
3716,5,0,0,14.690979295318174,15.444751097694555,6,756,16.1573163641116,1
3717,4,1,0,15.538277155705378,16.300417207752275,4,719,17.088874568116545,1
3718,1,1,1,16.06680235657077,17.382222378104004,14,439,17.379393521903527,0
3719,4,0,1,15.404745763080856,16.58182966719046,10,668,17.421008403139158,1
3720,4,0,1,15.590462908875947,16.61887093887081,2,765,17.641975675030775,1
3721,5,1,1,13.122363377404328,14.22097566607244,4,476,14.603967918328545,1
3722,3,1,0,15.761420707019587,16.892822818510687,14,781,17.572048660552024,1
3723,1,0,0,15.068273526459642,16.35711255142882,4,350,17.10017412337048,1
3724,0,1,0,15.464169183551656,16.316946509703484,16,783,16.972510979114386,1
3725,3,1,1,15.65606019136176,16.80623028969472,12,770,16.946647468524468,1
3726,2,0,0,15.943742263813542,17.158372362613466,10,822,17.826473511247325,1
3727,1,0,1,15.830413578506539,16.929025867174648,14,469,17.5673648112396,0
3728,2,1,0,15.009433026436708,16.38045991542581,16,300,16.90199719478673,0
3729,2,0,0,15.990262279448435,16.924571516825267,14,692,17.84620509310992,1
3730,5,1,0,12.206072645530174,13.458835614025542,18,707,13.458835614025542,1
3731,5,0,1,15.89495209964411,17.18624873214172,4,658,17.778226677707938,1
3732,3,1,0,13.815510557964274,15.201804919084164,6,625,15.226497531674536,1
3733,1,1,0,16.056220247240233,17.10017412337048,10,343,17.764829348136118,0
3734,5,1,0,14.557447902693651,15.80338490611862,18,358,16.60667566577699,0
3735,4,1,1,15.501909511534503,16.25785759333348,20,705,17.45309671769066,1
3736,2,1,1,15.363073066680286,16.530205301785152,8,799,17.133326330687378,1
3737,3,1,0,15.990262279448435,17.33300839532259,12,397,17.97907018920785,0
3738,5,1,0,14.978661367769956,16.316946509703484,6,493,16.93787548245163,0
3739,0,1,1,15.789591583986283,16.90199719478673,4,446,17.921454256029726,1
3740,2,0,1,14.73180128983843,15.789591583986283,16,315,16.61887093887081,0
3741,5,0,1,15.747031969567487,16.569171270318538,14,887,17.703240870823375,1
3742,5,1,1,15.555976732804778,16.835935444108635,16,429,17.24949776244942,0
3743,4,1,1,15.520258650202699,16.530205301785152,18,673,17.49433967622471,1
3744,4,0,1,16.034714042019267,17.18624873214172,10,731,17.96812402831035,1
3745,5,1,1,15.555976732804778,16.25785759333348,2,732,17.51434034293138,1
3746,5,1,1,15.424948470398375,16.612791892794426,14,525,17.521738650412825,0
3747,4,0,0,14.648419680899378,15.520258650202699,6,343,16.300417207752275,0
3748,0,0,1,14.914122846632385,16.213405830762646,16,331,16.883563493097892,0
3749,0,0,0,15.88237331743725,17.081269968731327,18,845,17.952275836070328,1
3750,2,1,0,14.508657738524219,15.64005985001532,16,696,16.249123913364723,1
3751,5,0,0,14.808762330974558,15.978833583624812,14,772,16.60667566577699,1
3752,3,1,1,15.671808548329901,16.575520497997196,18,628,17.49686174565742,1
3753,0,0,1,15.919644712234481,16.76519889301686,2,764,17.84620509310992,1
3754,1,1,0,14.845129975145433,15.747031969567487,14,553,16.60667566577699,1
3755,1,0,0,16.00156183470237,16.811242831518264,2,653,17.529082624668582,1
3756,1,0,0,15.444751097694555,16.811242831518264,4,506,17.595144375346674,1
3757,3,1,0,14.845129975145433,15.955576721460545,20,431,16.70031127081098,0
3758,2,0,1,15.623799329143539,16.325109820342647,18,697,17.48673507683949,1
3759,2,0,0,15.943742263813542,17.014183675514957,6,588,17.635418274484614,1
3760,1,0,0,14.28551418721001,15.538277155705378,6,846,16.034714042019267,1
3761,5,1,0,15.226497531674536,16.213405830762646,14,379,16.897420527759316,0
3762,1,0,0,12.611537753638338,13.458835614025542,10,745,13.815510557964274,1
3763,3,1,0,16.077273656438063,17.356469882001587,20,523,17.88111265132072,0
3764,4,1,1,15.931766072766827,17.050259731988763,4,624,17.86031467462624,1
3765,1,1,0,15.341566861459324,16.630919277386983,16,407,17.26866767855714,0
3766,3,0,1,15.538277155705378,16.266515656076592,12,756,17.25912865551038,1
